DETAIL_ID,USER_ID,USER_CODE,NAME,AGE,INFO,BALANCE
1,1,"CODE1","User1",19,"Info1",101.00
2,2,"CODE2","User2",20,"Info2",102.00
3,3,"CODE3","User3",21,"Info3",103.00
4,4,"CODE4","User4",22,"Info4",104.00
5,5,"CODE5","User5",23,"Info5",105.00
6,6,"CODE6","User6",24,"Info6",106.00
7,7,"CODE7","User7",25,"Info7",107.00
8,8,"CODE8","User8",26,"Info8",108.00
9,9,"CODE9","User9",27,"Info9",109.00
10,10,"CODE10","User10",28,"Info10",110.00
11,11,"CODE11","User11",29,"Info11",111.00
12,12,"CODE12","User12",30,"Info12",112.00
13,13,"CODE13","User13",31,"Info13",113.00
14,14,"CODE14","User14",32,"Info14",114.00
15,15,"CODE15","User15",33,"Info15",115.00
16,16,"CODE16","User16",34,"Info16",116.00
17,17,"CODE17","User17",35,"Info17",117.00
18,18,"CODE18","User18",36,"Info18",118.00
19,19,"CODE19","User19",37,"Info19",119.00
20,20,"CODE20","User20",38,"Info20",120.00
21,21,"CODE21","User21",39,"Info21",121.00
22,22,"CODE22","User22",40,"Info22",122.00
23,23,"CODE23","User23",41,"Info23",123.00
24,24,"CODE24","User24",42,"Info24",124.00
25,25,"CODE25","User25",43,"Info25",125.00
26,26,"CODE26","User26",44,"Info26",126.00
27,27,"CODE27","User27",45,"Info27",127.00
28,28,"CODE28","User28",46,"Info28",128.00
29,29,"CODE29","User29",47,"Info29",129.00
30,30,"CODE30","User30",48,"Info30",130.00
31,31,"CODE31","User31",49,"Info31",131.00
32,32,"CODE32","User32",50,"Info32",132.00
33,33,"CODE33","User33",51,"Info33",133.00
34,34,"CODE34","User34",52,"Info34",134.00
35,35,"CODE35","User35",53,"Info35",135.00
36,36,"CODE36","User36",54,"Info36",136.00
37,37,"CODE37","User37",55,"Info37",137.00
38,38,"CODE38","User38",56,"Info38",138.00
39,39,"CODE39","User39",57,"Info39",139.00
40,40,"CODE40","User40",58,"Info40",140.00
41,41,"CODE41","User41",59,"Info41",141.00
42,42,"CODE42","User42",60,"Info42",142.00
43,43,"CODE43","User43",61,"Info43",143.00
44,44,"CODE44","User44",62,"Info44",144.00
45,45,"CODE45","User45",63,"Info45",145.00
46,46,"CODE46","User46",64,"Info46",146.00
47,47,"CODE47","User47",65,"Info47",147.00
48,48,"CODE48","User48",66,"Info48",148.00
49,49,"CODE49","User49",67,"Info49",149.00
50,50,"CODE50","User50",68,"Info50",150.00
51,51,"CODE51","User51",69,"Info51",151.00
52,52,"CODE52","User52",70,"Info52",152.00
53,53,"CODE53","User53",71,"Info53",153.00
54,54,"CODE54","User54",72,"Info54",154.00
55,55,"CODE55","User55",73,"Info55",155.00
56,56,"CODE56","User56",74,"Info56",156.00
57,57,"CODE57","User57",75,"Info57",157.00
58,58,"CODE58","User58",76,"Info58",158.00
59,59,"CODE59","User59",77,"Info59",159.00
60,60,"CODE60","User60",78,"Info60",160.00
61,61,"CODE61","User61",79,"Info61",161.00
62,62,"CODE62","User62",80,"Info62",162.00
63,63,"CODE63","User63",81,"Info63",163.00
64,64,"CODE64","User64",82,"Info64",164.00
65,65,"CODE65","User65",83,"Info65",165.00
66,66,"CODE66","User66",84,"Info66",166.00
67,67,"CODE67","User67",85,"Info67",167.00
68,68,"CODE68","User68",86,"Info68",168.00
69,69,"CODE69","User69",87,"Info69",169.00
70,70,"CODE70","User70",88,"Info70",170.00
71,71,"CODE71","User71",89,"Info71",171.00
72,72,"CODE72","User72",90,"Info72",172.00
73,73,"CODE73","User73",91,"Info73",173.00
74,74,"CODE74","User74",92,"Info74",174.00
75,75,"CODE75","User75",93,"Info75",175.00
76,76,"CODE76","User76",94,"Info76",176.00
77,77,"CODE77","User77",95,"Info77",177.00
78,78,"CODE78","User78",96,"Info78",178.00
79,79,"CODE79","User79",97,"Info79",179.00
80,80,"CODE80","User80",98,"Info80",180.00
81,81,"CODE81","User81",99,"Info81",181.00
82,82,"CODE82","User82",18,"Info82",182.00
83,83,"CODE83","User83",19,"Info83",183.00
84,84,"CODE84","User84",20,"Info84",184.00
85,85,"CODE85","User85",21,"Info85",185.00
86,86,"CODE86","User86",22,"Info86",186.00
87,87,"CODE87","User87",23,"Info87",187.00
88,88,"CODE88","User88",24,"Info88",188.00
89,89,"CODE89","User89",25,"Info89",189.00
90,90,"CODE90","User90",26,"Info90",190.00
91,91,"CODE91","User91",27,"Info91",191.00
92,92,"CODE92","User92",28,"Info92",192.00
93,93,"CODE93","User93",29,"Info93",193.00
94,94,"CODE94","User94",30,"Info94",194.00
95,95,"CODE95","User95",31,"Info95",195.00
96,96,"CODE96","User96",32,"Info96",196.00
97,97,"CODE97","User97",33,"Info97",197.00
98,98,"CODE98","User98",34,"Info98",198.00
99,99,"CODE99","User99",35,"Info99",199.00
100,100,"CODE100","User100",36,"Info100",200.00
101,101,"CODE101","User101",37,"Info101",201.00
102,102,"CODE102","User102",38,"Info102",202.00
103,103,"CODE103","User103",39,"Info103",203.00
104,104,"CODE104","User104",40,"Info104",204.00
105,105,"CODE105","User105",41,"Info105",205.00
106,106,"CODE106","User106",42,"Info106",206.00
107,107,"CODE107","User107",43,"Info107",207.00
108,108,"CODE108","User108",44,"Info108",208.00
109,109,"CODE109","User109",45,"Info109",209.00
110,110,"CODE110","User110",46,"Info110",210.00
111,111,"CODE111","User111",47,"Info111",211.00
112,112,"CODE112","User112",48,"Info112",212.00
113,113,"CODE113","User113",49,"Info113",213.00
114,114,"CODE114","User114",50,"Info114",214.00
115,115,"CODE115","User115",51,"Info115",215.00
116,116,"CODE116","User116",52,"Info116",216.00
117,117,"CODE117","User117",53,"Info117",217.00
118,118,"CODE118","User118",54,"Info118",218.00
119,119,"CODE119","User119",55,"Info119",219.00
120,120,"CODE120","User120",56,"Info120",220.00
121,121,"CODE121","User121",57,"Info121",221.00
122,122,"CODE122","User122",58,"Info122",222.00
123,123,"CODE123","User123",59,"Info123",223.00
124,124,"CODE124","User124",60,"Info124",224.00
125,125,"CODE125","User125",61,"Info125",225.00
126,126,"CODE126","User126",62,"Info126",226.00
127,127,"CODE127","User127",63,"Info127",227.00
128,128,"CODE128","User128",64,"Info128",228.00
129,129,"CODE129","User129",65,"Info129",229.00
130,130,"CODE130","User130",66,"Info130",230.00
131,131,"CODE131","User131",67,"Info131",231.00
132,132,"CODE132","User132",68,"Info132",232.00
133,133,"CODE133","User133",69,"Info133",233.00
134,134,"CODE134","User134",70,"Info134",234.00
135,135,"CODE135","User135",71,"Info135",235.00
136,136,"CODE136","User136",72,"Info136",236.00
137,137,"CODE137","User137",73,"Info137",237.00
138,138,"CODE138","User138",74,"Info138",238.00
139,139,"CODE139","User139",75,"Info139",239.00
140,140,"CODE140","User140",76,"Info140",240.00
141,141,"CODE141","User141",77,"Info141",241.00
142,142,"CODE142","User142",78,"Info142",242.00
143,143,"CODE143","User143",79,"Info143",243.00
144,144,"CODE144","User144",80,"Info144",244.00
145,145,"CODE145","User145",81,"Info145",245.00
146,146,"CODE146","User146",82,"Info146",246.00
147,147,"CODE147","User147",83,"Info147",247.00
148,148,"CODE148","User148",84,"Info148",248.00
149,149,"CODE149","User149",85,"Info149",249.00
150,150,"CODE150","User150",86,"Info150",250.00
151,151,"CODE151","User151",87,"Info151",251.00
152,152,"CODE152","User152",88,"Info152",252.00
153,153,"CODE153","User153",89,"Info153",253.00
154,154,"CODE154","User154",90,"Info154",254.00
155,155,"CODE155","User155",91,"Info155",255.00
156,156,"CODE156","User156",92,"Info156",256.00
157,157,"CODE157","User157",93,"Info157",257.00
158,158,"CODE158","User158",94,"Info158",258.00
159,159,"CODE159","User159",95,"Info159",259.00
160,160,"CODE160","User160",96,"Info160",260.00
161,161,"CODE161","User161",97,"Info161",261.00
162,162,"CODE162","User162",98,"Info162",262.00
163,163,"CODE163","User163",99,"Info163",263.00
164,164,"CODE164","User164",18,"Info164",264.00
165,165,"CODE165","User165",19,"Info165",265.00
166,166,"CODE166","User166",20,"Info166",266.00
167,167,"CODE167","User167",21,"Info167",267.00
168,168,"CODE168","User168",22,"Info168",268.00
169,169,"CODE169","User169",23,"Info169",269.00
170,170,"CODE170","User170",24,"Info170",270.00
171,171,"CODE171","User171",25,"Info171",271.00
172,172,"CODE172","User172",26,"Info172",272.00
173,173,"CODE173","User173",27,"Info173",273.00
174,174,"CODE174","User174",28,"Info174",274.00
175,175,"CODE175","User175",29,"Info175",275.00
176,176,"CODE176","User176",30,"Info176",276.00
177,177,"CODE177","User177",31,"Info177",277.00
178,178,"CODE178","User178",32,"Info178",278.00
179,179,"CODE179","User179",33,"Info179",279.00
180,180,"CODE180","User180",34,"Info180",280.00
181,181,"CODE181","User181",35,"Info181",281.00
182,182,"CODE182","User182",36,"Info182",282.00
183,183,"CODE183","User183",37,"Info183",283.00
184,184,"CODE184","User184",38,"Info184",284.00
185,185,"CODE185","User185",39,"Info185",285.00
186,186,"CODE186","User186",40,"Info186",286.00
187,187,"CODE187","User187",41,"Info187",287.00
188,188,"CODE188","User188",42,"Info188",288.00
189,189,"CODE189","User189",43,"Info189",289.00
190,190,"CODE190","User190",44,"Info190",290.00
191,191,"CODE191","User191",45,"Info191",291.00
192,192,"CODE192","User192",46,"Info192",292.00
193,193,"CODE193","User193",47,"Info193",293.00
194,194,"CODE194","User194",48,"Info194",294.00
195,195,"CODE195","User195",49,"Info195",295.00
196,196,"CODE196","User196",50,"Info196",296.00
197,197,"CODE197","User197",51,"Info197",297.00
198,198,"CODE198","User198",52,"Info198",298.00
199,199,"CODE199","User199",53,"Info199",299.00
200,200,"CODE200","User200",54,"Info200",300.00
201,201,"CODE201","User201",55,"Info201",301.00
202,202,"CODE202","User202",56,"Info202",302.00
203,203,"CODE203","User203",57,"Info203",303.00
204,204,"CODE204","User204",58,"Info204",304.00
205,205,"CODE205","User205",59,"Info205",305.00
206,206,"CODE206","User206",60,"Info206",306.00
207,207,"CODE207","User207",61,"Info207",307.00
208,208,"CODE208","User208",62,"Info208",308.00
209,209,"CODE209","User209",63,"Info209",309.00
210,210,"CODE210","User210",64,"Info210",310.00
211,211,"CODE211","User211",65,"Info211",311.00
212,212,"CODE212","User212",66,"Info212",312.00
213,213,"CODE213","User213",67,"Info213",313.00
214,214,"CODE214","User214",68,"Info214",314.00
215,215,"CODE215","User215",69,"Info215",315.00
216,216,"CODE216","User216",70,"Info216",316.00
217,217,"CODE217","User217",71,"Info217",317.00
218,218,"CODE218","User218",72,"Info218",318.00
219,219,"CODE219","User219",73,"Info219",319.00
220,220,"CODE220","User220",74,"Info220",320.00
221,221,"CODE221","User221",75,"Info221",321.00
222,222,"CODE222","User222",76,"Info222",322.00
223,223,"CODE223","User223",77,"Info223",323.00
224,224,"CODE224","User224",78,"Info224",324.00
225,225,"CODE225","User225",79,"Info225",325.00
226,226,"CODE226","User226",80,"Info226",326.00
227,227,"CODE227","User227",81,"Info227",327.00
228,228,"CODE228","User228",82,"Info228",328.00
229,229,"CODE229","User229",83,"Info229",329.00
230,230,"CODE230","User230",84,"Info230",330.00
231,231,"CODE231","User231",85,"Info231",331.00
232,232,"CODE232","User232",86,"Info232",332.00
233,233,"CODE233","User233",87,"Info233",333.00
234,234,"CODE234","User234",88,"Info234",334.00
235,235,"CODE235","User235",89,"Info235",335.00
236,236,"CODE236","User236",90,"Info236",336.00
237,237,"CODE237","User237",91,"Info237",337.00
238,238,"CODE238","User238",92,"Info238",338.00
239,239,"CODE239","User239",93,"Info239",339.00
240,240,"CODE240","User240",94,"Info240",340.00
241,241,"CODE241","User241",95,"Info241",341.00
242,242,"CODE242","User242",96,"Info242",342.00
243,243,"CODE243","User243",97,"Info243",343.00
244,244,"CODE244","User244",98,"Info244",344.00
245,245,"CODE245","User245",99,"Info245",345.00
246,246,"CODE246","User246",18,"Info246",346.00
247,247,"CODE247","User247",19,"Info247",347.00
248,248,"CODE248","User248",20,"Info248",348.00
249,249,"CODE249","User249",21,"Info249",349.00
250,250,"CODE250","User250",22,"Info250",350.00
251,251,"CODE251","User251",23,"Info251",351.00
252,252,"CODE252","User252",24,"Info252",352.00
253,253,"CODE253","User253",25,"Info253",353.00
254,254,"CODE254","User254",26,"Info254",354.00
255,255,"CODE255","User255",27,"Info255",355.00
256,256,"CODE256","User256",28,"Info256",356.00
257,257,"CODE257","User257",29,"Info257",357.00
258,258,"CODE258","User258",30,"Info258",358.00
259,259,"CODE259","User259",31,"Info259",359.00
260,260,"CODE260","User260",32,"Info260",360.00
261,261,"CODE261","User261",33,"Info261",361.00
262,262,"CODE262","User262",34,"Info262",362.00
263,263,"CODE263","User263",35,"Info263",363.00
264,264,"CODE264","User264",36,"Info264",364.00
265,265,"CODE265","User265",37,"Info265",365.00
266,266,"CODE266","User266",38,"Info266",366.00
267,267,"CODE267","User267",39,"Info267",367.00
268,268,"CODE268","User268",40,"Info268",368.00
269,269,"CODE269","User269",41,"Info269",369.00
270,270,"CODE270","User270",42,"Info270",370.00
271,271,"CODE271","User271",43,"Info271",371.00
272,272,"CODE272","User272",44,"Info272",372.00
273,273,"CODE273","User273",45,"Info273",373.00
274,274,"CODE274","User274",46,"Info274",374.00
275,275,"CODE275","User275",47,"Info275",375.00
276,276,"CODE276","User276",48,"Info276",376.00
277,277,"CODE277","User277",49,"Info277",377.00
278,278,"CODE278","User278",50,"Info278",378.00
279,279,"CODE279","User279",51,"Info279",379.00
280,280,"CODE280","User280",52,"Info280",380.00
281,281,"CODE281","User281",53,"Info281",381.00
282,282,"CODE282","User282",54,"Info282",382.00
283,283,"CODE283","User283",55,"Info283",383.00
284,284,"CODE284","User284",56,"Info284",384.00
285,285,"CODE285","User285",57,"Info285",385.00
286,286,"CODE286","User286",58,"Info286",386.00
287,287,"CODE287","User287",59,"Info287",387.00
288,288,"CODE288","User288",60,"Info288",388.00
289,289,"CODE289","User289",61,"Info289",389.00
290,290,"CODE290","User290",62,"Info290",390.00
291,291,"CODE291","User291",63,"Info291",391.00
292,292,"CODE292","User292",64,"Info292",392.00
293,293,"CODE293","User293",65,"Info293",393.00
294,294,"CODE294","User294",66,"Info294",394.00
295,295,"CODE295","User295",67,"Info295",395.00
296,296,"CODE296","User296",68,"Info296",396.00
297,297,"CODE297","User297",69,"Info297",397.00
298,298,"CODE298","User298",70,"Info298",398.00
299,299,"CODE299","User299",71,"Info299",399.00
300,300,"CODE300","User300",72,"Info300",400.00
301,301,"CODE301","User301",73,"Info301",401.00
302,302,"CODE302","User302",74,"Info302",402.00
303,303,"CODE303","User303",75,"Info303",403.00
304,304,"CODE304","User304",76,"Info304",404.00
305,305,"CODE305","User305",77,"Info305",405.00
306,306,"CODE306","User306",78,"Info306",406.00
307,307,"CODE307","User307",79,"Info307",407.00
308,308,"CODE308","User308",80,"Info308",408.00
309,309,"CODE309","User309",81,"Info309",409.00
310,310,"CODE310","User310",82,"Info310",410.00
311,311,"CODE311","User311",83,"Info311",411.00
312,312,"CODE312","User312",84,"Info312",412.00
